qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_and_url,qty_exclamation_url,qty_space_url,qty_tilde_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,qty_tld_url,length_url,phishing
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0
3,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,111,1
2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,90,1
4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2,79,1
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0
2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,1
1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1
4,2,0,3,0,7,1,6,0,0,0,0,0,0,0,0,0,2,147,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,1
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,1
5,1,2,7,0,3,0,1,0,0,0,0,0,0,0,0,0,1,171,1
1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1
6,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,2,115,1
3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
7,0,0,1,0,6,0,5,0,0,0,0,0,0,0,0,4,4,145,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0
2,1,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,1,88,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1
3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,46,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0
2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,1
1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1
1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,39,1
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0
1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1
1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,1
2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,1
2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,50,0
6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,69,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1
2,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2,73,1
3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0
3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,1
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1
4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,1
2,1,2,1,0,3,0,2,0,0,0,0,0,0,0,0,0,2,67,1
2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,36,1
3,8,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,149,1
4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
6,2,0,4,0,11,1,11,0,0,0,0,0,0,0,0,0,3,244,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
4,0,0,4,0,4,1,3,0,0,0,0,0,0,0,0,0,2,104,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0
3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0
1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,1
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,44,1
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1
3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0
5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,54,0
4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,1
2,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,1,238,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
2,1,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,1,124,1
2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
4,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,90,1
3,1,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,102,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0
2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0
3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,1
2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1
2,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1
